UiD,num_pot,genotype,soil,treatment,id,num_leaf,tray,experiment,region,north_LatY,west_LongX,country,dw_g,dw_mg
683,R98,Zm523,Sutton Bonington,50%FC,R98,L2,11,2,Sutton Bonington,52.833265,-1.24906,UK,0.0189,18.9
657,R94,Zm523,Sutton Bonington,50%FC,R94,L4,12,2,Sutton Bonington,52.833265,-1.24906,UK,0.1839,183.9
688,R98,Zm523,Sutton Bonington,50%FC,R98,Stem,11,2,Sutton Bonington,52.833265,-1.24906,UK,0.2802,280.2
718,R103,Zm523,Sutton Bonington,20%FC,R103,L5,4,2,Sutton Bonington,52.833265,-1.24906,UK,0.0669,66.9
656,R94,Zm523,Sutton Bonington,50%FC,R94,L3,12,2,Sutton Bonington,52.833265,-1.24906,UK,0.0845,84.5
719,R103,Zm523,Sutton Bonington,20%FC,R103,L6,4,2,Sutton Bonington,52.833265,-1.24906,UK,0.0185,18.5
838,R121,B73,Sutton Bonington,20%FC,R121,L2,10,2,Sutton Bonington,52.833265,-1.24906,UK,0.0203,20.3
682,R98,Zm523,Sutton Bonington,50%FC,R98,L1,11,2,Sutton Bonington,52.833265,-1.24906,UK,0.005,5
655,R94,Zm523,Sutton Bonington,50%FC,R94,L2,12,2,Sutton Bonington,52.833265,-1.24906,UK,0.0273,27.3
613,R87,Zm523,Tarrafal,50%FC,R87,L6,7,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0091,9.1
782,R113,B73,Sao Domingos,50%FC,R113,L2,9,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0252,25.2
781,R113,B73,Sao Domingos,50%FC,R113,L1,9,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0079,7.9
684,R98,Zm523,Sutton Bonington,50%FC,R98,L3,11,2,Sutton Bonington,52.833265,-1.24906,UK,0.049,49
801,R115,B73,Sutton Bonington,50%FC,R115,Stem,4,2,Sutton Bonington,52.833265,-1.24906,UK,0.4001,400.1
603,R86,Zm523,Tarrafal,50%FC,R86,L2,10,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0357,35.7
602,R86,Zm523,Tarrafal,50%FC,R86,L1,10,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0102,10.2
717,R103,Zm523,Sutton Bonington,20%FC,R103,L4,4,2,Sutton Bonington,52.833265,-1.24906,UK,0.0941,94.1
763,R110,B73,Sao Domingos,50%FC,R110,L4,3,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1402,140.2
765,R110,B73,Sao Domingos,50%FC,R110,L6,3,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.064,64
764,R110,B73,Sao Domingos,50%FC,R110,L5,3,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1436,143.6
760,R110,B73,Sao Domingos,50%FC,R110,L1,3,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0093,9.3
749,R108,B73,Tarrafal,50%FC,R108,L4,5,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0834,83.4
832,R120,B73,Sutton Bonington,20%FC,R120,L3,5,2,Sutton Bonington,52.833265,-1.24906,UK,0.0555,55.5
762,R110,B73,Sao Domingos,50%FC,R110,L3,3,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0636,63.6
695,R100,Zm523,Sutton Bonington,20%FC,R100,L1,3,2,Sutton Bonington,52.833265,-1.24906,UK,0.0092,9.2
697,R100,Zm523,Sutton Bonington,20%FC,R100,L3,3,2,Sutton Bonington,52.833265,-1.24906,UK,0.0585,58.5
774,R112,B73,Sao Domingos,50%FC,R112,L1,12,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0056,5.6
624,R89,Zm523,Sao Domingos,50%FC,R89,L4,3,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1187,118.7
731,R105,B73,Tarrafal,50%FC,R105,L5,12,2,Colonato,15.254874,-23.744146,Cabo Verde,0.1144,114.4
835,R120,B73,Sutton Bonington,20%FC,R120,L6,5,2,Sutton Bonington,52.833265,-1.24906,UK,0.0459,45.9
593,R84,Zm523,Tarrafal,50%FC,R84,L4,9,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0742,74.2
594,R84,Zm523,Tarrafal,50%FC,R84,L5,9,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0201,20.1
696,R100,Zm523,Sutton Bonington,20%FC,R100,L2,3,2,Sutton Bonington,52.833265,-1.24906,UK,0.0318,31.8
836,R120,B73,Sutton Bonington,20%FC,R120,Stem,5,2,Sutton Bonington,52.833265,-1.24906,UK,0.185,185
699,R100,Zm523,Sutton Bonington,20%FC,R100,L5,3,2,Sutton Bonington,52.833265,-1.24906,UK,0.0417,41.7
751,R108,B73,Tarrafal,50%FC,R108,L6,5,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0373,37.3
746,R108,B73,Tarrafal,50%FC,R108,L1,5,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0072,7.2
779,R112,B73,Sao Domingos,50%FC,R112,L6,12,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0719,71.9
698,R100,Zm523,Sutton Bonington,20%FC,R100,L4,3,2,Sutton Bonington,52.833265,-1.24906,UK,0.0696,69.6
834,R120,B73,Sutton Bonington,20%FC,R120,L5,5,2,Sutton Bonington,52.833265,-1.24906,UK,0.1006,100.6
833,R120,B73,Sutton Bonington,20%FC,R120,L4,5,2,Sutton Bonington,52.833265,-1.24906,UK,0.1002,100.2
831,R120,B73,Sutton Bonington,20%FC,R120,L2,5,2,Sutton Bonington,52.833265,-1.24906,UK,0.0205,20.5
595,R84,Zm523,Tarrafal,50%FC,R84,Stem,9,2,Colonato,15.254874,-23.744146,Cabo Verde,0.1752,175.2
727,R105,B73,Tarrafal,50%FC,R105,L1,12,2,Colonato,15.254874,-23.744146,Cabo Verde,0.006,6
780,R112,B73,Sao Domingos,50%FC,R112,Stem,12,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.3725,372.5
729,R105,B73,Tarrafal,50%FC,R105,L3,12,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0529,52.9
622,R89,Zm523,Sao Domingos,50%FC,R89,L2,3,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0503,50.3
733,R105,B73,Tarrafal,50%FC,R105,Stem,12,2,Colonato,15.254874,-23.744146,Cabo Verde,0.2554,255.4
625,R89,Zm523,Sao Domingos,50%FC,R89,L5,3,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0653,65.3
706,R101,Zm523,Sutton Bonington,20%FC,R101,L6,3,2,Sutton Bonington,52.833265,-1.24906,UK,0.0251,25.1
703,R101,Zm523,Sutton Bonington,20%FC,R101,L3,3,2,Sutton Bonington,52.833265,-1.24906,UK,0.0457,45.7
702,R101,Zm523,Sutton Bonington,20%FC,R101,L2,3,2,Sutton Bonington,52.833265,-1.24906,UK,0.0249,24.9
761,R110,B73,Sao Domingos,50%FC,R110,L2,3,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0277,27.7
732,R105,B73,Tarrafal,50%FC,R105,L6,12,2,Colonato,15.254874,-23.744146,Cabo Verde,0.029,29
623,R89,Zm523,Sao Domingos,50%FC,R89,L3,3,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.112,112
621,R89,Zm523,Sao Domingos,50%FC,R89,L1,3,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0178,17.8
775,R112,B73,Sao Domingos,50%FC,R112,L2,12,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0263,26.3
590,R84,Zm523,Tarrafal,50%FC,R84,L1,9,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0109,10.9
776,R112,B73,Sao Domingos,50%FC,R112,L3,12,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0646,64.6
777,R112,B73,Sao Domingos,50%FC,R112,L4,12,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1234,123.4
730,R105,B73,Tarrafal,50%FC,R105,L4,12,2,Colonato,15.254874,-23.744146,Cabo Verde,0.1035,103.5
626,R89,Zm523,Sao Domingos,50%FC,R89,Stem,3,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.261,261
700,R100,Zm523,Sutton Bonington,20%FC,R100,Stem,3,2,Sutton Bonington,52.833265,-1.24906,UK,0.1268,126.8
778,R112,B73,Sao Domingos,50%FC,R112,L5,12,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1491,149.1
705,R101,Zm523,Sutton Bonington,20%FC,R101,L5,3,2,Sutton Bonington,52.833265,-1.24906,UK,0.0768,76.8
728,R105,B73,Tarrafal,50%FC,R105,L2,12,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0211,21.1
830,R120,B73,Sutton Bonington,20%FC,R120,L1,5,2,Sutton Bonington,52.833265,-1.24906,UK,0.0065,6.5
747,R108,B73,Tarrafal,50%FC,R108,L2,5,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0207,20.7
748,R108,B73,Tarrafal,50%FC,R108,L3,5,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0509,50.9
707,R101,Zm523,Sutton Bonington,20%FC,R101,Stem,3,2,Sutton Bonington,52.833265,-1.24906,UK,0.1523,152.3
591,R84,Zm523,Tarrafal,50%FC,R84,L2,9,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0436,43.6
752,R108,B73,Tarrafal,50%FC,R108,Stem,5,2,Colonato,15.254874,-23.744146,Cabo Verde,0.2322,232.2
750,R108,B73,Tarrafal,50%FC,R108,L5,5,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0964,96.4
592,R84,Zm523,Tarrafal,50%FC,R84,L3,9,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0962,96.2
766,R110,B73,Sao Domingos,50%FC,R110,Stem,3,2,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.3217,321.7
704,R101,Zm523,Sutton Bonington,20%FC,R101,L4,3,2,Sutton Bonington,52.833265,-1.24906,UK,0.0784,78.4
701,R101,Zm523,Sutton Bonington,20%FC,R101,L1,3,2,Sutton Bonington,52.833265,-1.24906,UK,0.007,7
1224,59,Matuba,Sutton Bonington,9%FC,59,L3,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0213,2127.4
1223,59,Matuba,Sutton Bonington,9%FC,59,L2,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0301,30.1
1237,62,Matuba,Sutton Bonington,9%FC,62,L3,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0221,22.1
1145,45,CVSt,Sutton Bonington,9%FC,45,L1,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0216,21.6
1229,60,Matuba,Sutton Bonington,9%FC,60,Stem,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0182,18.2
1238,62,Matuba,Sutton Bonington,9%FC,62,Stem,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0328,32.8
1226,60,Matuba,Sutton Bonington,9%FC,60,L1,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.007,7
1228,60,Matuba,Sutton Bonington,9%FC,60,L3,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0088,8.8
1227,60,Matuba,Sutton Bonington,9%FC,60,L2,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0177,17.7
1235,62,Matuba,Sutton Bonington,9%FC,62,L1,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0075,7.5
1236,62,Matuba,Sutton Bonington,9%FC,62,L2,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.023,23
1149,45,CVSt,Sutton Bonington,9%FC,45,Stem,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0553,55.3
1146,45,CVSt,Sutton Bonington,9%FC,45,L2,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0519,51.9
1286,71,Zm523,Sutton Bonington,9%FC,71,L1,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.011,11
1335,80,B73,Sutton Bonington,9%FC,80,L4,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0001,0.1
1336,80,B73,Sutton Bonington,9%FC,80,Stem,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0285,28.5
1151,46,CVSt,Sutton Bonington,9%FC,46,L2,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0237,23.7
1150,46,CVSt,Sutton Bonington,9%FC,46,L1,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0134,13.4
1332,80,B73,Sutton Bonington,9%FC,80,L1,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0058,5.8
1287,71,Zm523,Sutton Bonington,9%FC,71,L2,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0221,22.1
1334,80,B73,Sutton Bonington,9%FC,80,L3,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0245,24.5
1279,69,Zm523,Sutton Bonington,9%FC,69,L4,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0086,8.6
1331,79,B73,Sutton Bonington,9%FC,79,Stem,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0375,37.5
1147,45,CVSt,Sutton Bonington,9%FC,45,L3,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0501,50.1
1148,45,CVSt,Sutton Bonington,9%FC,45,L4,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.002,2
1154,46,CVSt,Sutton Bonington,9%FC,46,Stem,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0266,26.6
1152,46,CVSt,Sutton Bonington,9%FC,46,L3,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0309,30.9
1153,46,CVSt,Sutton Bonington,9%FC,46,L4,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0048,4.8
1222,59,Matuba,Sutton Bonington,9%FC,59,L1,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0101,10.1
1225,59,Matuba,Sutton Bonington,9%FC,59,Stem,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0352,35.2
1330,79,B73,Sutton Bonington,9%FC,79,L4,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0058,5.8
1333,80,B73,Sutton Bonington,9%FC,80,L2,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0164,16.4
1278,69,Zm523,Sutton Bonington,9%FC,69,L3,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0395,39.5
1277,69,Zm523,Sutton Bonington,9%FC,69,L2,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0404,40.4
1280,69,Zm523,Sutton Bonington,9%FC,69,Stem,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0688,68.8
1276,69,Zm523,Sutton Bonington,9%FC,69,L1,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0155,15.5
1285,70,Zm523,Sutton Bonington,9%FC,70,Stem,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.0496,49.6
1284,70,Zm523,Sutton Bonington,9%FC,70,L4,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.0047,4.7
1283,70,Zm523,Sutton Bonington,9%FC,70,L3,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.0482,48.2
1282,70,Zm523,Sutton Bonington,9%FC,70,L2,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.055,55
1281,70,Zm523,Sutton Bonington,9%FC,70,L1,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.0245,24.5
1324,78,B73,Sutton Bonington,9%FC,78,L3,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0241,24.1
1221,58,Matuba,Sutton Bonington,9%FC,58,Stem,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0352,35.2
1326,78,B73,Sutton Bonington,9%FC,78,Stem,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0268,26.8
1218,58,Matuba,Sutton Bonington,9%FC,58,L2,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.028,28
1158,47,CVSt,Sutton Bonington,9%FC,47,L4,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0009,0.9
1156,47,CVSt,Sutton Bonington,9%FC,47,L2,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0522,52.2
1155,47,CVSt,Sutton Bonington,9%FC,47,L1,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0254,25.4
1144,44,CVSt,Sutton Bonington,9%FC,44,Stem,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0517,51.7
1141,44,CVSt,Sutton Bonington,9%FC,44,L2,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.04,40
1220,58,Matuba,Sutton Bonington,9%FC,58,L4,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0007,0.7
1219,58,Matuba,Sutton Bonington,9%FC,58,L3,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0269,26.9
1143,44,CVSt,Sutton Bonington,9%FC,44,L4,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0047,4.7
1142,44,CVSt,Sutton Bonington,9%FC,44,L3,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0422,42.2
1290,71,Zm523,Sutton Bonington,9%FC,71,Stem,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0342,34.2
1140,44,CVSt,Sutton Bonington,9%FC,44,L1,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0175,17.5
1288,71,Zm523,Sutton Bonington,9%FC,71,L3,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0178,17.8
1289,71,Zm523,Sutton Bonington,9%FC,71,L4,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0016,1.6
1157,47,CVSt,Sutton Bonington,9%FC,47,L3,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.044,44
1325,78,B73,Sutton Bonington,9%FC,78,L4,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0016,1.6
1322,78,B73,Sutton Bonington,9%FC,78,L1,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0074,7.4
1232,61,Matuba,Sutton Bonington,9%FC,61,L3,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.021,21
1159,47,CVSt,Sutton Bonington,9%FC,47,Stem,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.055,55
1135,43,CVSt,Sutton Bonington,9%FC,43,L1,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.022,22
1136,43,CVSt,Sutton Bonington,9%FC,43,L2,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0373,37.3
1327,79,B73,Sutton Bonington,9%FC,79,L1,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.003,3
1323,78,B73,Sutton Bonington,9%FC,78,L2,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0211,21.1
1233,61,Matuba,Sutton Bonington,9%FC,61,L4,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0001,0.1
1231,61,Matuba,Sutton Bonington,9%FC,61,L2,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0163,16.3
1138,43,CVSt,Sutton Bonington,9%FC,43,L4,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0104,10.4
1137,43,CVSt,Sutton Bonington,9%FC,43,L3,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0465,46.5
1328,79,B73,Sutton Bonington,9%FC,79,L2,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0185,18.5
1329,79,B73,Sutton Bonington,9%FC,79,L3,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0296,29.6
1217,58,Matuba,Sutton Bonington,9%FC,58,L1,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0087,8.7
1234,61,Matuba,Sutton Bonington,9%FC,61,Stem,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0246,24.6
1230,61,Matuba,Sutton Bonington,9%FC,61,L1,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0056,5.6
1139,43,CVSt,Sutton Bonington,9%FC,43,Stem,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0581,58.1
997,22,Matuba,Sao Domingos,50%FC,22,Stem,2,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.2686,268.6
994,22,Matuba,Sao Domingos,50%FC,22,L4,2,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1353,135.3
950,16,B73,Tarrafal,50%FC,16,L1,8,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0046,4.6
954,16,B73,Tarrafal,50%FC,16,L5,8,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0369,36.9
952,16,B73,Tarrafal,50%FC,16,L3,8,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0381,38.1
991,22,Matuba,Sao Domingos,50%FC,22,L1,2,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0045,4.5
955,16,B73,Tarrafal,50%FC,16,Stem,8,3,Colonato,15.254874,-23.744146,Cabo Verde,0.121,121
995,22,Matuba,Sao Domingos,50%FC,22,L5,2,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0891,89.1
993,22,Matuba,Sao Domingos,50%FC,22,L3,2,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0757,75.7
996,22,Matuba,Sao Domingos,50%FC,22,L6,2,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0088,8.8
992,22,Matuba,Sao Domingos,50%FC,22,L2,2,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0292,29.2
951,16,B73,Tarrafal,50%FC,16,L2,8,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0191,19.1
953,16,B73,Tarrafal,50%FC,16,L4,8,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0729,72.9
1073,33,CVSt,Sutton Bonington,50%FC,33,Stem,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.1375,137.5
1053,31,B73,Sao Domingos,50%FC,31,L1,5,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0066,6.6
1055,31,B73,Sao Domingos,50%FC,31,L3,5,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0577,57.7
1062,32,B73,Sao Domingos,50%FC,32,L3,4,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0662,66.2
1060,32,B73,Sao Domingos,50%FC,32,L1,4,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0065,6.5
1054,31,B73,Sao Domingos,50%FC,31,L2,5,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0277,27.7
1069,33,CVSt,Sutton Bonington,50%FC,33,L3,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0702,70.2
1067,33,CVSt,Sutton Bonington,50%FC,33,L1,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0101,10.1
1058,31,B73,Sao Domingos,50%FC,31,L6,5,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0081,8.1
1071,33,CVSt,Sutton Bonington,50%FC,33,L5,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0636,63.6
1068,33,CVSt,Sutton Bonington,50%FC,33,L2,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0329,32.9
1059,31,B73,Sao Domingos,50%FC,31,Stem,5,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1773,177.3
1070,33,CVSt,Sutton Bonington,50%FC,33,L4,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.1073,107.3
1056,31,B73,Sao Domingos,50%FC,31,L4,5,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0936,93.6
1065,32,B73,Sao Domingos,50%FC,32,L6,4,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0129,12.9
1064,32,B73,Sao Domingos,50%FC,32,L5,4,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0855,85.5
1061,32,B73,Sao Domingos,50%FC,32,L2,4,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.026,26
1057,31,B73,Sao Domingos,50%FC,31,L5,5,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0569,56.9
1066,32,B73,Sao Domingos,50%FC,32,Stem,4,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.2371,237.1
1063,32,B73,Sao Domingos,50%FC,32,L4,4,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1304,130.4
1072,33,CVSt,Sutton Bonington,50%FC,33,L6,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0044,4.4
1197,54,Matuba,Sutton Bonington,20%FC,54,L6,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0039,3.9
1204,55,Matuba,Sutton Bonington,20%FC,55,Stem,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0971,97.1
1316,77,B73,Sutton Bonington,20%FC,77,L1,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.005,5
1086,35,CVSt,Sutton Bonington,50%FC,35,L6,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0047,4.7
1195,54,Matuba,Sutton Bonington,20%FC,54,L4,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0682,68.2
1082,35,CVSt,Sutton Bonington,50%FC,35,L2,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0302,30.2
1318,77,B73,Sutton Bonington,20%FC,77,L3,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0364,36.4
1321,77,B73,Sutton Bonington,20%FC,77,Stem,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0741,74.1
1200,55,Matuba,Sutton Bonington,20%FC,55,L2,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0205,20.5
1108,38,CVSt,Sutton Bonington,20%FC,38,Stem,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0948,94.8
1085,35,CVSt,Sutton Bonington,50%FC,35,L5,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0492,49.2
1105,38,CVSt,Sutton Bonington,20%FC,38,L4,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0666,66.6
1320,77,B73,Sutton Bonington,20%FC,77,L5,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0211,21.1
1102,38,CVSt,Sutton Bonington,20%FC,38,L1,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0067,6.7
1104,38,CVSt,Sutton Bonington,20%FC,38,L3,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0574,57.4
1300,73,B73,Sutton Bonington,50%FC,73,L3,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0482,48.2
1049,30,B73,Sao Domingos,50%FC,30,L4,6,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0976,97.6
1319,77,B73,Sutton Bonington,20%FC,77,L4,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0645,64.5
1301,73,B73,Sutton Bonington,50%FC,73,L4,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0683,68.3
1202,55,Matuba,Sutton Bonington,20%FC,55,L4,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0726,72.6
1199,55,Matuba,Sutton Bonington,20%FC,55,L1,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0071,7.1
1050,30,B73,Sao Domingos,50%FC,30,L5,6,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0561,56.1
