UiD,num_pot,genotype,soil,treatment,id,num_leaf,tray,experiment,region,north_LatY,west_LongX,country,dw_g,dw_mg
,,B73,Tarrafal,50%FC,R106,L1,2,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0068,6.8
,,B73,Tarrafal,50%FC,R106,L2,2,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0218,21.8
,,B73,Tarrafal,50%FC,R106,L3,2,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0654,65.4
,,B73,Tarrafal,50%FC,R106,L4,2,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0765,76.5
,,B73,Tarrafal,50%FC,R106,L5,2,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0437,43.7
,,B73,Tarrafal,50%FC,R106,Stem,2,2,Colonato,15.254874,-23.744146,Cabo Verde,0.1609,160.9
,,B73,Tarrafal,50%FC,R107,L1,13,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0073,7.3
,,B73,Tarrafal,50%FC,R107,L2,13,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0186,18.6
,,B73,Tarrafal,50%FC,R107,L3,13,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0616,61.6
,,B73,Tarrafal,50%FC,R107,L4,13,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0846,84.6
,,B73,Tarrafal,50%FC,R107,L5,13,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0469,46.9
,,B73,Tarrafal,50%FC,R107,Stem,13,2,Colonato,15.254874,-23.744146,Cabo Verde,0.1808,180.8
,,B73,Tarrafal,50%FC,R108,L1,5,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0072,7.2
,,B73,Tarrafal,50%FC,R108,L2,5,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0207,20.7
,,B73,Tarrafal,50%FC,R108,L3,5,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0509,50.9
,,B73,Tarrafal,50%FC,R108,L4,5,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0834,83.4
,,B73,Tarrafal,50%FC,R108,L5,5,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0964,96.4
