UiD,num_pot,genotype,soil,treatment,id,num_leaf,tray,experiment,region,north_LatY,west_LongX,country,dw_g,dw_mg
,,Zm523,Tarrafal,50%FC,R88,L4,6,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0742,74.2
,,Zm523,Tarrafal,50%FC,R88,L5,6,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0343,34.3
,,Zm523,Tarrafal,50%FC,R88,Stem,6,2,Colonato,15.254874,-23.744146,Cabo Verde,0.1489,148.9
,,B73,Tarrafal,50%FC,R104,L1,1,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0055,5.5
,,B73,Tarrafal,50%FC,R104,L2,1,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0196,19.6
,,B73,Tarrafal,50%FC,R104,L3,1,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0693,69.3
,,B73,Tarrafal,50%FC,R104,L4,1,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0975,97.5
,,B73,Tarrafal,50%FC,R104,L5,1,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0522,52.2
,,B73,Tarrafal,50%FC,R104,Stem,1,2,Colonato,15.254874,-23.744146,Cabo Verde,0.1639,163.9
,,B73,Tarrafal,50%FC,R105,L1,12,2,Colonato,15.254874,-23.744146,Cabo Verde,0.006,6
,,B73,Tarrafal,50%FC,R105,L2,12,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0211,21.1
,,B73,Tarrafal,50%FC,R105,L3,12,2,Colonato,15.254874,-23.744146,Cabo Verde,0.0529,52.9
,,B73,Tarrafal,50%FC,R105,L4,12,2,Colonato,15.254874,-23.744146,Cabo Verde,0.1035,103.5
,,B73,Tarrafal,50%FC,R105,L5,12,2,Colonato,15.254874,-23.744146,Cabo Verde,0.1144,114.4
,,B73,Tarrafal,50%FC,R105,L6,12,2,Colonato,15.254874,-23.744146,Cabo Verde,0.029,29
,,B73,Tarrafal,50%FC,R105,Stem,12,2,Colonato,15.254874,-23.744146,Cabo Verde,0.2554,255.4
